上市櫃,Ticker,Company names,Cleaned company names
上市,2542,興富發,興富發
上市,2543,皇昌,皇昌
上市,2545,皇翔,皇翔
上市,2546,根基,根基
上市,2547,日勝生,日勝生
上市,2548,華固,華固
上市,2597,潤弘,潤弘
上市,2601,益航,益航
上市,2603,長榮,長榮
上市,2605,新興,新興
上市,2606,裕民,裕民
上市,2607,榮運,榮運
上市,2608,嘉里大榮,嘉里大榮
上市,2609,陽明,陽明
上市,2610,華航,華航
上市,2611,志信,志信
上市,2612,中航,中航
上市,2613,中櫃,中櫃
上市,2614,東森,東森
上市,2615,萬海,萬海
上市,2616,山隆,山隆
上市,2617,台航,台航
上市,2618,長榮航,長榮航
上市,2630,亞航,亞航
上市,2633,台灣高鐵,台灣高鐵
上市,2634,漢翔,漢翔
上市,2636,台驊控股,台驊控股
上市,2637,慧洋-KY,慧洋
上市,2642,宅配通,宅配通
上市,2645,長榮航太,長榮航太
上市,2646,星宇航空,星宇航空
上市,2701,萬企,萬企
上市,2702,華園,華園
上市,2704,國賓,國賓
上市,2705,六福,六福
上市,2706,第一店,第一店
上市,2707,晶華,晶華
上市,2712,遠雄來,遠雄來
上市,2722,夏都,夏都
上市,2723,美食-KY,美食
上市,2727,王品,王品
上市,2731,雄獅,雄獅
上市,2739,寒舍,寒舍
上市,2748,雲品,雲品
上市,2753,八方雲集,八方雲集
上市,2762,世界健身-KY,世界健身
上市,2801,彰銀,彰銀
上市,2809,京城銀,京城銀
上市,2812,台中銀,台中銀
上市,2816,旺旺保,旺旺保
上市,2820,華票,華票
上市,2832,台產,台產
上市,2834,臺企銀,臺企銀
上市,2836,高雄銀,高雄銀
上市,2838,聯邦銀,聯邦銀
上市,2845,遠東銀,遠東銀
上市,2849,安泰銀,安泰銀
上市,2850,新產,新產
上市,2851,中再保,中再保
上市,2852,第一保,第一保
上市,2855,統一證,統一證
上市,2867,三商壽,三商壽
上市,2880,華南金,華南金
上市,2881,富邦金,富邦金
上市,2882,國泰金,國泰金
上市,2883,凱基金,凱基金
上市,2884,玉山金,玉山金
上市,2885,元大金,元大金
上市,2886,兆豐金,兆豐金
上市,2887,台新金,台新金
上市,2889,國票金,國票金
上市,2890,永豐金,永豐金
上市,2891,中信金,中信金
上市,2892,第一金,第一金
上市,2897,王道銀行,王道銀行
上市,2901,欣欣,欣欣
上市,2903,遠百,遠百
上市,2904,匯僑,匯僑
上市,2905,三商,三商
上市,2906,高林,高林
上市,2908,特力,特力
上市,2910,統領,統領
上市,2911,麗嬰房,麗嬰房
上市,2912,統一超,統一超
上市,2913,農林,農林
上市,2915,潤泰全,潤泰全
上市,2923,鼎固-KY,鼎固
上市,2929,淘帝-KY,淘帝
上市,2939,永邑-KY,永邑
上市,2945,三商家購,三商家購
上市,3002,歐格,歐格
上市,3003,健和興,健和興
上市,3004,豐達科,豐達科
上市,3005,神基,神基
上市,3006,晶豪科,晶豪科
上市,3008,大立光,大立光
上市,3010,華立,華立
上市,3011,今皓,今皓
上市,3013,晟銘電,晟銘電
上市,3014,聯陽,聯陽
上市,3015,全漢,全漢
上市,3016,嘉晶,嘉晶
上市,3017,奇鋐,奇鋐
上市,3018,隆銘綠能,隆銘綠能
上市,3019,亞光,亞光
上市,3021,鴻名,鴻名
上市,3022,威強電,威強電
上市,3023,信邦,信邦
上市,3024,憶聲,憶聲
上市,3025,星通,星通
上市,3026,禾伸堂,禾伸堂
上市,3027,盛達,盛達
上市,3028,增你強,增你強
上市,3029,零壹,零壹
上市,3030,德律,德律
上市,3031,佰鴻,佰鴻
上市,3032,偉訓,偉訓
上市,3033,威健,威健
上市,3034,聯詠,聯詠
上市,3035,智原,智原
上市,3036,文曄,文曄
上市,3037,欣興,欣興
上市,3038,全台,全台
上市,3040,遠見,遠見
上市,3041,揚智,揚智
上市,3042,晶技,晶技
上市,3043,科風,科風
上市,3044,健鼎,健鼎
上市,3045,台灣大,台灣大
上市,3046,建碁,建碁
上市,3047,訊舟,訊舟
上市,3048,益登,益登
上市,3049,精金,精金
上市,3050,鈺德,鈺德
上市,3051,力特,力特
上市,3052,夆典,夆典
上市,3054,立萬利,立萬利
上市,3055,蔚華科,蔚華科
上市,3056,富華新,富華新
上市,3057,喬鼎,喬鼎
上市,3058,立德,立德
上市,3059,華晶科,華晶科
上市,3060,銘異,銘異
上市,3062,建漢,建漢
上市,3090,日電貿,日電貿
上市,3092,鴻碩,鴻碩
上市,3094,聯傑,聯傑
上市,3130,一零四,一零四
上市,3135,凌航,凌航
上市,3138,耀登,耀登
上市,3149,正達,正達
上市,3164,景岳,景岳
上市,3167,大量,大量
上市,3168,眾福科,眾福科
上市,3189,景碩,景碩
上市,3209,全科,全科
上市,3229,晟鈦,晟鈦
上市,3231,緯創,緯創
上市,3257,虹冠電,虹冠電
上市,3266,昇陽,昇陽
上市,3296,勝德,勝德
上市,3305,昇貿,昇貿
上市,3308,聯德,聯德
上市,3311,閎暉,閎暉
上市,3312,弘憶股,弘憶股
上市,3321,同泰,同泰
上市,3338,泰碩,泰碩
上市,3346,麗清,麗清
上市,3356,奇偶,奇偶
上市,3376,新日興,新日興
上市,3380,明泰,明泰
上市,3406,玉晶光,玉晶光
上市,3413,京鼎,京鼎
上市,3416,融程電,融程電
上市,3419,譁裕,譁裕
上市,3432,台端,台端
上市,3437,榮創,榮創
上市,3443,創意,創意
上市,3447,展達,展達
上市,3450,聯鈞,聯鈞
上市,3454,晶睿,晶睿
上市,3481,群創,群創
上市,3494,誠研,誠研
上市,3501,維熹,維熹
上市,3504,揚明光,揚明光
上市,3515,華擎,華擎
上市,3518,柏騰,柏騰
上市,3528,安馳,安馳
上市,3530,晶相光,晶相光
上市,3532,台勝科,台勝科
上市,3533,嘉澤,嘉澤
上市,3535,晶彩科,晶彩科
上市,3543,州巧,州巧
上市,3545,敦泰,敦泰
上市,3550,聯穎,聯穎
上市,3557,嘉威,嘉威
上市,3563,牧德,牧德
上市,3576,聯合再生,聯合再生
上市,3583,辛耘,辛耘
上市,3588,通嘉,通嘉
上市,3591,艾笛森,艾笛森
上市,3592,瑞鼎,瑞鼎
上市,3593,力銘,力銘
上市,3596,智易,智易
上市,3605,宏致,宏致
上市,3607,谷崧,谷崧
上市,3617,碩天,碩天
上市,3622,洋華,洋華
上市,3645,達邁,達邁
上市,3652,精聯,精聯
上市,3653,健策,健策
上市,3661,世芯-KY,世芯
上市,3665,貿聯-KY,貿聯
上市,3669,圓展,圓展
上市,3673,TPK-KY,TPK
上市,3679,新至陞,新至陞
上市,3686,達能,達能
上市,3694,海華,海華
上市,3701,大眾控,大眾控
上市,3702,大聯大,大聯大
上市,3703,欣陸,欣陸
上市,3704,合勤控,合勤控
上市,3705,永信,永信
上市,3706,神達,神達
上市,3708,上緯投控,上緯投控
上市,3711,日月光投控,日月光投控
上市,3712,永崴投控,永崴投控
上市,3714,富采,富采
上市,3715,定穎投控,定穎投控
上市,3716,中化控股,中化控股
上市,3717,聯嘉投控,聯嘉投控
上市,4104,佳醫,佳醫
上市,4106,雃博,雃博
上市,4108,懷特,懷特
上市,4119,旭富,旭富
上市,4133,亞諾法,亞諾法
上市,4137,麗豐-KY,麗豐
上市,4142,國光生,國光生
上市,4148,全宇生技-KY,全宇生技
上市,4155,訊映,訊映
上市,4164,承業醫,承業醫
上市,4190,佐登-KY,佐登
上市,4306,炎洲,炎洲
上市,4414,如興,如興
上市,4426,利勤,利勤
上市,4438,廣越,廣越
上市,4439,冠星-KY,冠星
上市,4440,宜新實業,宜新實業
上市,4526,東台,東台
上市,4532,瑞智,瑞智
上市,4536,拓凱,拓凱
上市,4540,全球傳動,全球傳動
上市,4545,銘鈺,銘鈺
上市,4551,智伸科,智伸科
上市,4552,力達-KY,力達
上市,4555,氣立,氣立
上市,4557,永新-KY,永新
上市,4560,強信-KY,強信
上市,4562,穎漢,穎漢
上市,4564,元翎,元翎
上市,4566,時碩工業,時碩工業
上市,4569,六方科-KY,六方科
上市,4571,鈞興-KY,鈞興
上市,4572,駐龍,駐龍
上市,4576,大銀微系統,大銀微系統
上市,4581,光隆精密-KY,光隆精密
上市,4583,台灣精銳,台灣精銳
上市,4588,玖鼎電力,玖鼎電力
上市,4720,德淵,德淵
上市,4722,國精化,國精化
上市,4736,泰博,泰博
上市,4737,華廣,華廣
上市,4739,康普,康普
上市,4746,台耀,台耀
上市,4755,三福化,三福化
上市,4763,材料*-KY,材料
上市,4764,雙鍵,雙鍵
上市,4766,南寶,南寶
上市,4770,上品,上品
上市,4771,望隼,望隼
上市,4807,日成-KY,日成
上市,4904,遠傳,遠傳
上市,4906,正文,正文
上市,4912,聯德控股-KY,聯德控股
上市,4915,致伸,致伸
上市,4916,事欣科,事欣科
上市,4919,新唐,新唐
上市,4927,泰鼎-KY,泰鼎
上市,4930,燦星網,燦星網
上市,4934,太極,太極
上市,4935,茂林-KY,茂林
上市,4938,和碩,和碩
上市,4942,嘉彰,嘉彰
上市,4943,康控-KY,康控
上市,4949,有成精密,有成精密
上市,4952,凌通,凌通
上市,4956,光鋐,光鋐
上市,4958,臻鼎-KY,臻鼎
上市,4960,誠美材,誠美材
上市,4961,天鈺,天鈺
上市,4967,十銓,十銓
上市,4968,立積,立積
上市,4976,佳凌,佳凌
上市,4977,眾達-KY,眾達
上市,4989,榮科,榮科
上市,4994,傳奇,傳奇
上市,4999,鑫禾,鑫禾
上市,5007,三星,三星
上市,5203,訊連,訊連
上市,5215,科嘉-KY,科嘉
上市,5222,全訊,全訊
上市,5225,東科-KY,東科
上市,5234,達興材料,達興材料
上市,5243,乙盛-KY,乙盛
上市,5244,弘凱,弘凱
上市,5258,虹堡,虹堡
上市,5269,祥碩,祥碩
上市,5283,禾聯碩,禾聯碩
上市,5284,jpp-KY,jpp
上市,5285,界霖,界霖
上市,5288,豐祥-KY,豐祥
上市,5292,華懋,華懋
上市,5306,桂盟,桂盟
上市,5388,中磊,中磊
上市,5434,崇越,崇越
上市,5469,瀚宇博,瀚宇博
上市,5471,松翰,松翰
上市,5484,慧友,慧友
上市,5515,建國,建國
上市,5519,隆大,隆大
上市,5521,工信,工信
上市,5522,遠雄,遠雄
上市,5525,順天,順天
上市,5531,鄉林,鄉林
上市,5533,皇鼎,皇鼎
上市,5534,長虹,長虹
上市,5538,東明-KY,東明
上市,5546,永固-KY,永固
上市,5607,遠雄港,遠雄港
上市,5608,四維航,四維航
上市,5706,鳳凰,鳳凰
上市,5871,中租-KY,中租
上市,5876,上海商銀,上海商銀
上市,5880,合庫金,合庫金
上市,5906,台南-KY,台南
上市,5907,大洋-KY,大洋
上市,6005,群益證,群益證
上市,6024,群益期,群益期
上市,6108,競國,競國
上市,6112,邁達特,邁達特
上市,6115,鎰勝,鎰勝
上市,6116,彩晶,彩晶
上市,6117,迎廣,迎廣
上市,6120,達運,達運
上市,6128,上福,上福
上市,6133,金橋,金橋
上市,6136,富爾特,富爾特
上市,6139,亞翔,亞翔
上市,6141,柏承,柏承
上市,6142,友勁,友勁
上市,6152,百一,百一
上市,6153,嘉聯益,嘉聯益
上市,6155,鈞寶,鈞寶
上市,6164,華興,華興
上市,6165,浪凡,浪凡
上市,6166,凌華,凌華
上市,6168,宏齊,宏齊
上市,6176,瑞儀,瑞儀
上市,6177,達麗,達麗
上市,6183,關貿,關貿
上市,6184,大豐電,大豐電
上市,6189,豐藝,豐藝
上市,6191,精成科,精成科
上市,6192,巨路,巨路
上市,6196,帆宣,帆宣
上市,6197,佳必琪,佳必琪
上市,6201,亞弘電,亞弘電
上市,6202,盛群,盛群
上市,6205,詮欣,詮欣
上市,6206,飛捷,飛捷
上市,6209,今國光,今國光
上市,6213,聯茂,聯茂
上市,6214,精誠,精誠
上市,6215,和椿,和椿
上市,6216,居易,居易
上市,6224,聚鼎,聚鼎
上市,6225,天瀚,天瀚
上市,6226,光鼎,光鼎
上市,6230,尼得科超眾,尼得科超眾
上市,6235,華孚,華孚
上市,6239,力成,力成
上市,6243,迅杰,迅杰
上市,6257,矽格,矽格
上市,6269,台郡,台郡
上市,6271,同欣電,同欣電
上市,6277,宏正,宏正
上市,6278,台表科,台表科
上市,6281,全國電,全國電
上市,6282,康舒,康舒
上市,6283,淳安,淳安
上市,6285,啟碁,啟碁
上市,6405,悅城,悅城
上市,6409,旭隼,旭隼
上市,6412,群電,群電
上市,6414,樺漢,樺漢
上市,6415,矽力*-KY,矽力
上市,6416,瑞祺電通,瑞祺電通
上市,6426,統新,統新
上市,6431,光麗-KY,光麗
上市,6438,迅得,迅得
上市,6442,光聖,光聖
上市,6443,元晶,元晶
上市,6446,藥華藥,藥華藥
上市,6449,鈺邦,鈺邦
上市,6451,訊芯-KY,訊芯
上市,6456,GIS-KY,GIS
上市,6464,台數科,台數科
上市,6472,保瑞,保瑞
上市,6477,安集,安集
上市,6491,晶碩,晶碩
上市,6504,南六,南六
上市,6505,台塑化,台塑化
上市,6515,穎崴,穎崴
上市,6525,捷敏-KY,捷敏
上市,6526,達發,達發
上市,6531,愛普*,愛普
上市,6533,晶心科,晶心科
上市,6541,泰福-KY,泰福
上市,6550,北極星藥業-K,北極星藥業-K
上市,6552,易華電,易華電
上市,6558,興能高,興能高
上市,6573,虹揚-KY,虹揚
上市,6579,研揚,研揚
上市,6581,鋼聯,鋼聯
上市,6582,申豐,申豐
上市,6585,鼎基,鼎基
上市,6589,台康生技,台康生技
上市,6591,動力-KY,動力
上市,6592,和潤企業,和潤企業
上市,6598,ABC-KY,ABC
上市,6605,帝寶,帝寶
上市,6606,建德工業,建德工業
上市,6625,必應,必應
上市,6641,基士德-KY,基士德
上市,6655,科定,科定
上市,6657,華安,華安
上市,6658,聯策,聯策
上市,6666,羅麗芬-KY,羅麗芬
上市,6668,中揚光,中揚光
上市,6669,緯穎,緯穎
上市,6670,復盛應用,復盛應用
上市,6671,三能-KY,三能
上市,6672,騰輝電子-KY,騰輝電子
上市,6674,鋐寶科技,鋐寶科技
上市,6689,伊雲谷,伊雲谷
上市,6691,洋基工程,洋基工程
上市,6695,芯鼎,芯鼎
上市,6698,旭暉應材,旭暉應材
上市,6706,惠特,惠特
上市,6715,嘉基,嘉基
上市,6719,力智,力智
上市,6742,澤米,澤米
上市,6743,安普新,安普新
上市,6753,龍德造船,龍德造船
上市,6754,匯僑設計,匯僑設計
上市,6756,威鋒電子,威鋒電子
上市,6757,台灣虎航,台灣虎航
上市,6768,志強-KY,志強
上市,6770,力積電,力積電
上市,6776,展碁國際,展碁國際
上市,6781,AES-KY,AES
上市,6782,視陽,視陽
上市,6789,采鈺,采鈺
上市,6790,永豐實,永豐實
上市,6792,詠業,詠業
上市,6796,晉弘,晉弘
上市,6799,來頡,來頡
上市,6805,富世達,富世達
上市,6806,森崴能源,森崴能源
上市,6807,峰源-KY,峰源
上市,6830,汎銓,汎銓
上市,6834,天二科技,天二科技
上市,6835,圓裕,圓裕
上市,6838,台新藥,台新藥
上市,6861,睿生光電,睿生光電
上市,6862,三集瑞-KY,三集瑞
上市,6863,永道-KY,永道
上市,6869,雲豹能源,雲豹能源
上市,6873,泓德能源,泓德能源
上市,6885,全福生技,全福生技
上市,6887,寶綠特-KY,寶綠特
上市,6890,來億-KY,來億
上市,6901,鑽石投資,鑽石投資
上市,6902,GOGOLOO,GOGOLOO
上市,6906,現觀科,現觀科
上市,6909,創控,創控
上市,6914,阜爾運通,阜爾運通
上市,6916,華凌,華凌
上市,6918,愛派司,愛派司
上市,6919,康霈*,康霈
上市,6923,中台,中台
上市,6928,攸泰科技,攸泰科技
上市,6931,青松健康,青松健康
上市,6933,AMAX-KY,AMAX
上市,6936,永鴻生技,永鴻生技
上市,6937,天虹,天虹
上市,6944,兆聯實業,兆聯實業
上市,6952,大武山,大武山
